,Name,Rating,Price,Type,Address,Hours,Website,Phone,PlusCode,Descript,G_MAP_URL,Latitude,Longitude,geometry,Psuedo_Z,Convenience,Customer Service and Checkout Process,Employees,Food Departments and Quality,Food Selection and Variety,Price and General Experience,LGBTQ_Friendly,Family_Friendly,Shop_Online,Shop_Store,Delivery,Pickup_Curbside,Pickup_Store,Drive_Thru,Delivery_No_Contact,Delivery_Same_Day,Disinfect_Surfaces,Safety_Dividers_Checkout,Masks_Required,Masks_Staff,Staff_Temperature_Check,Great_Service,Wheelchair_Accessible,Quick_Visit,Organic_Food,Prepared_Food,Pay_Checks,Pay_Debit_Cards,Pay_NFC_Mobile,Pay_SNAP_EBT,Pay_Credit_Cards,Restroom,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close
66,La Lupita Mexican Store and Restaurant - Maryville,4.4,$,Mexican restaurant,"2700 E Broadway Ave, Maryville, TN 37804","{'Tuesday': ['9AM', '9PM'], 'Wednesday': ['9AM', '9PM'], 'Thursday': ['9AM', '9PM'], 'Friday': ['9AM', '9PM'], 'Saturday': ['9AM', '9PM'], 'Sunday': ['9AM', '9PM'], 'Monday': ['9AM', '9PM']}",Website: sites.google.com ,(865) 984-0806,"Q3V3+PQ Maryville, Tenn",,"https://www.google.com/maps/place/La+Lupita+Mexican+Store+and+Restaurant+-+Maryville/@35.7943063,-83.9478015,17z/data=!4m5!3m4!1s0x885c203a5ddf55df:0x5add67fae3241085!8m2!3d35.7943238!4d-83.9457941",35.7943063,-83.9478015,POINT (-83.9478015 35.7943063),2022-03-10 23:59:59,3.861111111111111,3.75,3.75,3.6875,3.71875,3.943750000000001,,,False,,,,,,,,Yes,,,,,,Yes,,,,,Yes,,Yes,Yes,,2022-03-08 09:00:00,2022-03-08 21:00:00,2022-03-09 09:00:00,2022-03-09 21:00:00,2022-03-10 09:00:00,2022-03-10 21:00:00,2022-03-11 09:00:00,2022-03-11 21:00:00,2022-03-12 09:00:00,2022-03-12 21:00:00,2022-03-13 09:00:00,2022-03-13 21:00:00,2022-03-14 09:00:00,2022-03-14 21:00:00
67,Kroger,4.2,$$,Grocery store,"10721 Chapman Hwy, Seymour, TN 37865","{'Tuesday': ['7AM', '10PM'], 'Wednesday': ['7AM', '10PM'], 'Thursday': ['7AM', '10PM'], 'Friday': ['7AM', '10PM'], 'Saturday': ['7AM', '10PM'], 'Sunday': ['7AM', '10PM'], 'Monday': ['7AM', '10PM']}",Website: kroger.com ,(865) 609-1909,"V6GG+R7 Seymour, Tenn","Large supermarket chain with deli & bakery departments, plus health & beauty aids.","https://www.google.com/maps/place/Kroger/@35.8771237,-83.7765616,17z/data=!3m1!4b1!4m5!3m4!1s0x885c1b25d1436e55:0xfb726e021c8594dd!8m2!3d35.8771194!4d-83.7743676",35.8771237,-83.7765616,POINT (-83.77656159999999 35.8771237),2022-03-10 23:59:59,3.476592548076923,3.28359375,3.5962301587301586,,3.1864583333333334,3.489583333333333,,,True,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,2022-03-08 07:00:00,2022-03-08 22:00:00,2022-03-09 07:00:00,2022-03-09 22:00:00,2022-03-10 07:00:00,2022-03-10 22:00:00,2022-03-11 07:00:00,2022-03-11 22:00:00,2022-03-12 07:00:00,2022-03-12 22:00:00,2022-03-13 07:00:00,2022-03-13 22:00:00,2022-03-14 07:00:00,2022-03-14 22:00:00
68,Food City,4.3,$$,Grocery store,"11503 Chapman Hwy, Seymour, TN 37865","{'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM'], 'Monday': ['6AM', '12AM']}",Website: foodcity.com ,(865) 573-9031,"V69V+HH Seymour, Tenn",,"https://www.google.com/maps/place/Food+City/@35.8688932,-83.7583051,17z/data=!3m1!4b1!4m5!3m4!1s0x885c04cebe403bd9:0xd489715edb8db49e!8m2!3d35.8688563!4d-83.7561419",35.8688932,-83.7583051,POINT (-83.7583051 35.8688932),2022-03-10 23:59:59,3.486111111111111,3.4242424242424248,3.691666666666667,3.342447916666667,3.185763888888889,4.25,,,True,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
69,Green Grocery 2,4.2,,Grocery store,"1822 E Magnolia Ave #7828, Knoxville, TN 37917","{'Tuesday': ['9AM', '8PM'], 'Wednesday': ['9AM', '8PM'], 'Thursday': ['9AM', '8PM'], 'Friday': ['9AM', '8PM'], 'Saturday': ['9AM', '8PM'], 'Sunday': ['10AM', '6PM'], 'Monday': ['9AM', '8PM']}",,(865) 247-0193,"X3HV+HJ Knoxville, Tenn",,"https://www.google.com/maps/place/Green+Grocery+2/@35.9789787,-83.9081013,17z/data=!3m1!4b1!4m5!3m4!1s0x885c164b45ae97ad:0xa65961e93c55ec88!8m2!3d35.9790049!4d-83.9058145",35.9789787,-83.9081013,POINT (-83.9081013 35.9789787),2022-03-10 23:59:59,3.325,3.609375,4.0546875,,,3.75,,,False,Yes,,,,,,,,,,Yes,,,Yes,Yes,,,,,,Yes,,,2022-03-08 09:00:00,2022-03-08 20:00:00,2022-03-09 09:00:00,2022-03-09 20:00:00,2022-03-10 09:00:00,2022-03-10 20:00:00,2022-03-11 09:00:00,2022-03-11 20:00:00,2022-03-12 09:00:00,2022-03-12 20:00:00,2022-03-13 10:00:00,2022-03-13 18:00:00,2022-03-14 09:00:00,2022-03-14 20:00:00
70,Three Rivers Market,4.6,,Grocery store,"1100 N Central St, Knoxville, TN 37917","{'Tuesday': ['8AM', '7PM'], 'Wednesday': ['8AM', '7PM'], 'Thursday': ['8AM', '7PM'], 'Friday': ['8AM', '7PM'], 'Saturday': ['8AM', '7PM'], 'Sunday': ['8AM', '7PM'], 'Monday': ['8AM', '7PM']}",Website: threeriversmarket.coop ,(865) 525-2069,"X3JC+HQ Knoxville, Tenn",,"https://www.google.com/maps/place/Three+Rivers+Market/@35.9814014,-83.9302191,17z/data=!3m1!4b1!4m5!3m4!1s0x885c162d196b163f:0x249fd06d186e34f3!8m2!3d35.9813229!4d-83.928155",35.9814014,-83.9302191,POINT (-83.9302191 35.9814014),2022-03-10 23:59:59,3.591666666666667,3.375,3.5375,3.2889880952380954,3.1166666666666667,3.7083333333333335,Yes,,False,Yes,,,Yes,,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,2022-03-08 08:00:00,2022-03-08 19:00:00,2022-03-09 08:00:00,2022-03-09 19:00:00,2022-03-10 08:00:00,2022-03-10 19:00:00,2022-03-11 08:00:00,2022-03-11 19:00:00,2022-03-12 08:00:00,2022-03-12 19:00:00,2022-03-13 08:00:00,2022-03-13 19:00:00,2022-03-14 08:00:00,2022-03-14 19:00:00
71,Save A Lot,4.2,,Grocery store,"2003 N Broadway, Knoxville, TN 37917","{'Tuesday': ['9AM', '9PM'], 'Wednesday': ['9AM', '9PM'], 'Thursday': ['9AM', '9PM'], 'Friday': ['9AM', '9PM'], 'Saturday': ['9AM', '9PM'], 'Sunday': ['10AM', '7PM'], 'Monday': ['9AM', '9PM']}",Website: savealot.com ,(865) 673-3340,"X3RH+94 Knoxville, Tenn",Discount supermarket chain carrying brand-name & private-label grocery items.,"https://www.google.com/maps/place/Save+A+Lot/@35.990976,-83.9244353,17z/data=!3m1!4b1!4m5!3m4!1s0x885c163a96691001:0x1d6813c99d1692dd!8m2!3d35.9909466!4d-83.9219353",35.990976,-83.9244353,POINT (-83.9244353 35.990976),2022-03-10 23:59:59,3.458333333333333,3.34375,3.75,3.546875,,3.8046875,,,False,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,Yes,,Yes,,,2022-03-08 09:00:00,2022-03-08 21:00:00,2022-03-09 09:00:00,2022-03-09 21:00:00,2022-03-10 09:00:00,2022-03-10 21:00:00,2022-03-11 09:00:00,2022-03-11 21:00:00,2022-03-12 09:00:00,2022-03-12 21:00:00,2022-03-13 10:00:00,2022-03-13 19:00:00,2022-03-14 09:00:00,2022-03-14 21:00:00
72,Kroger,4.0,$$,Grocery store,"2217 N Broadway, Knoxville, TN 37917","{'Tuesday': ['7AM', '10PM'], 'Wednesday': ['7AM', '10PM'], 'Thursday': ['7AM', '10PM'], 'Friday': ['7AM', '10PM'], 'Saturday': ['7AM', '10PM'], 'Sunday': ['7AM', '10PM'], 'Monday': ['7AM', '10PM']}",Website: kroger.com ,(865) 523-1268,"X3VH+4C Knoxville, Tenn","Large supermarket chain with deli & bakery departments, plus health & beauty aids.","https://www.google.com/maps/place/Kroger/@35.9927678,-83.9236774,17z/data=!3m1!4b1!4m5!3m4!1s0x885c163adf9ffd07:0x2063bfd3ad148b89!8m2!3d35.9927635!4d-83.9214834",35.9927678,-83.9236774,POINT (-83.9236774 35.9927678),2022-03-10 23:59:59,3.242576433982684,3.375,3.333333333333333,,3.110863095238096,3.7083333333333335,,,True,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,2022-03-08 07:00:00,2022-03-08 22:00:00,2022-03-09 07:00:00,2022-03-09 22:00:00,2022-03-10 07:00:00,2022-03-10 22:00:00,2022-03-11 07:00:00,2022-03-11 22:00:00,2022-03-12 07:00:00,2022-03-12 22:00:00,2022-03-13 07:00:00,2022-03-13 22:00:00,2022-03-14 07:00:00,2022-03-14 22:00:00
73,Tienda La Estrellita,4.4,,Grocery store,"3029 N Central St, Knoxville, TN 37917","{'Tuesday': ['9:30AM', '9:30PM'], 'Wednesday': ['9:30AM', '9:30PM'], 'Thursday': ['9:30AM', '9:30PM'], 'Friday': ['9:30AM', '9:30PM'], 'Saturday': ['9:30AM', '9:30PM'], 'Sunday': ['9:30AM', '9:30PM'], 'Monday': ['9:30AM', '9:30PM']}",,(865) 357-6436,"X3V2+9Q Knoxville, Tenn",,"https://www.google.com/maps/place/Tienda+La+Estrellita/@35.9933967,-83.9502615,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3d972d6e0e7b:0x1712ac128faf8304!8m2!3d35.993392!4d-83.9480685",35.9933967,-83.9502615,POINT (-83.9502615 35.9933967),2022-03-10 23:59:59,,3.677083333333334,4.25,3.2458333333333336,3.587797619047619,,,,False,Yes,,,,,,,,,,,,,,Yes,,,,,,Yes,,,2022-03-08 09:30:00,2022-03-08 21:30:00,2022-03-09 09:30:00,2022-03-09 21:30:00,2022-03-10 09:30:00,2022-03-10 21:30:00,2022-03-11 09:30:00,2022-03-11 21:30:00,2022-03-12 09:30:00,2022-03-12 21:30:00,2022-03-13 09:30:00,2022-03-13 21:30:00,2022-03-14 09:30:00,2022-03-14 21:30:00
74,Save A Lot,4.1,,Grocery store,"3850 Holston Dr, Knoxville, TN 37914","{'Tuesday': ['8AM', '8PM'], 'Wednesday': ['8AM', '8PM'], 'Thursday': ['8AM', '8PM'], 'Friday': ['8AM', '8PM'], 'Saturday': ['8AM', '8PM'], 'Sunday': ['8AM', '8PM'], 'Monday': ['8AM', '8PM']}",Website: savealot.com ,(865) 546-3570,"X4XF+C6 Knoxville, Tenn",Discount supermarket chain carrying brand-name & private-label grocery items.,"https://www.google.com/maps/place/Save+A+Lot/@35.9985759,-83.8791898,17z/data=!3m1!4b1!4m5!3m4!1s0x885c1692d644ab83:0xde336fef205496d8!8m2!3d35.9986765!4d-83.8768451",35.9985759,-83.8791898,POINT (-83.87918980000001 35.9985759),2022-03-10 23:59:59,3.4598214285714284,3.25,3.75,3.5,3.3791666666666664,3.375,,,False,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,Yes,,Yes,,,2022-03-08 08:00:00,2022-03-08 20:00:00,2022-03-09 08:00:00,2022-03-09 20:00:00,2022-03-10 08:00:00,2022-03-10 20:00:00,2022-03-11 08:00:00,2022-03-11 20:00:00,2022-03-12 08:00:00,2022-03-12 20:00:00,2022-03-13 08:00:00,2022-03-13 20:00:00,2022-03-14 08:00:00,2022-03-14 20:00:00
75,Chicken City,4.5,,Grocery store,"2518 N Central St, Knoxville, TN 37917","{'Tuesday': ['10AM', '6PM'], 'Wednesday': ['10AM', '6PM'], 'Thursday': ['10AM', '6PM'], 'Friday': ['10AM', '6PM'], 'Saturday': ['10AM', '6PM'], 'Sunday': ['Closed'], 'Monday': ['10AM', '6PM']}",Website: facebook.com ,(865) 525-4750,"X3R5+GC Knoxville, Tenn",,"https://www.google.com/maps/place/Chicken+City/@35.9913446,-83.9436158,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3d8f8b52ff17:0xe65f0819a417aa9!8m2!3d35.9913403!4d-83.9414218",35.9913446,-83.9436158,POINT (-83.9436158 35.9913446),2022-03-10 23:59:59,3.375,3.145138888888889,3.75,,4.0,,,,True,Yes,,Yes,,,,,Yes,,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 10:00:00,2022-03-08 18:00:00,2022-03-09 10:00:00,2022-03-09 18:00:00,2022-03-10 10:00:00,2022-03-10 18:00:00,2022-03-11 10:00:00,2022-03-11 18:00:00,2022-03-12 10:00:00,2022-03-12 18:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 10:00:00,2022-03-14 18:00:00
76,Kroger,4.1,$$,Grocery store,"4414 Asheville Hwy, Knoxville, TN 37914","{'Tuesday': ['8AM', '10PM'], 'Wednesday': ['8AM', '10PM'], 'Thursday': ['8AM', '10PM'], 'Friday': ['8AM', '10PM'], 'Saturday': ['8AM', '10PM'], 'Sunday': ['8AM', '10PM'], 'Monday': ['8AM', '10PM']}",Website: kroger.com ,(865) 521-2922,"243P+M4 Knoxville, Tenn","Large supermarket chain with deli & bakery departments, plus health & beauty aids.","https://www.google.com/maps/place/Kroger/@36.0041536,-83.8668198,17z/data=!3m1!4b1!4m5!3m4!1s0x885c16bc3e285b63:0x6a500b2dcc525348!8m2!3d36.0041493!4d-83.8646258",36.0041536,-83.8668198,POINT (-83.8668198 36.0041536),2022-03-10 23:59:59,3.71875,3.1022727272727275,3.6822916666666665,3.359375,,3.625,,,True,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,2022-03-08 08:00:00,2022-03-08 22:00:00,2022-03-09 08:00:00,2022-03-09 22:00:00,2022-03-10 08:00:00,2022-03-10 22:00:00,2022-03-11 08:00:00,2022-03-11 22:00:00,2022-03-12 08:00:00,2022-03-12 22:00:00,2022-03-13 08:00:00,2022-03-13 22:00:00,2022-03-14 08:00:00,2022-03-14 22:00:00
77,Townsend IGA,4.4,$$,Supermarket,"7945 E Lamar Alexander Pkwy, Townsend, TN 37882","{'Tuesday': ['6AM', '9PM'], 'Wednesday': ['6AM', '9PM'], 'Thursday': ['6AM', '9PM'], 'Friday': ['6AM', '9PM'], 'Saturday': ['6AM', '9PM'], 'Sunday': ['6AM', '9PM'], 'Monday': ['6AM', '9PM']}",Website: townsendiga.com ,(865) 448-3010,"M7H4+XV Townsend, Tenn",,"https://www.google.com/maps/place/Townsend+IGA/@35.6800008,-83.7449537,17z/data=!3m1!4b1!4m5!3m4!1s0x885ea8b8f2dbe0ab:0xb1fafeeba9700e7f!8m2!3d35.6799965!4d-83.7427597",35.6800008,-83.7449537,POINT (-83.7449537 35.6800008),2022-03-10 23:59:59,3.5,3.400595238095238,3.5,3.3576388888888893,3.21875,3.423611111111111,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,Yes,Yes,,,2022-03-08 06:00:00,2022-03-08 21:00:00,2022-03-09 06:00:00,2022-03-09 21:00:00,2022-03-10 06:00:00,2022-03-10 21:00:00,2022-03-11 06:00:00,2022-03-11 21:00:00,2022-03-12 06:00:00,2022-03-12 21:00:00,2022-03-13 06:00:00,2022-03-13 21:00:00,2022-03-14 06:00:00,2022-03-14 21:00:00
78,Dollar Tree,4.5,$,Dollar store,"919 Highway 321 N, Lenoir City, TN 37771","{'Tuesday': ['9AM', '9PM'], 'Wednesday': ['9AM', '9PM'], 'Thursday': ['9AM', '9PM'], 'Friday': ['9AM', '9PM'], 'Saturday': ['9AM', '9PM'], 'Sunday': ['9AM', '8PM'], 'Monday': ['9AM', '9PM']}",Website: dollartree.com ,(865) 635-7024,"RPFM+5H Lenoir City, Tenn","Chain offering an eclectic mix of household items, beauty products, food & more at discount prices.","https://www.google.com/maps/place/Dollar+Tree/@35.8229857,-84.268201,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2ad557675d11:0x322f0a353951c21!8m2!3d35.8228714!4d-84.2661768",35.8229857,-84.268201,POINT (-84.268201 35.8229857),2022-03-10 23:59:59,3.75,,3.28125,3.5,3.125,3.921875,,,False,Yes,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,Yes,Yes,,2022-03-08 09:00:00,2022-03-08 21:00:00,2022-03-09 09:00:00,2022-03-09 21:00:00,2022-03-10 09:00:00,2022-03-10 21:00:00,2022-03-11 09:00:00,2022-03-11 21:00:00,2022-03-12 09:00:00,2022-03-12 21:00:00,2022-03-13 09:00:00,2022-03-13 20:00:00,2022-03-14 09:00:00,2022-03-14 21:00:00
79,ALDI,4.6,$,Supermarket,"2801 Schaad Rd, Knoxville, TN 37921","{'Tuesday': ['8:30AM', '8PM'], 'Wednesday': ['9AM', '8PM'], 'Thursday': ['8:30AM', '8PM'], 'Friday': ['9AM', '8PM'], 'Saturday': ['9AM', '8PM'], 'Sunday': ['9AM', '8PM'], 'Monday': ['9AM', '8PM']}",Website: aldi.us ,(855) 955-2534,"2X3G+JQ Knoxville, Tenn","Retail chain selling a range of grocery items, meat & dairy.","https://www.google.com/maps/place/ALDI/@36.0040629,-84.0252633,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3b8cf2d58e6f:0x360be23402699c2e!8m2!3d36.0040586!4d-84.0230693",36.0040629,-84.0252633,POINT (-84.02526330000001 36.0040629),2022-03-10 23:59:59,3.75,3.609375,3.787500000000001,3.583333333333333,,3.829861111111111,,,True,Yes,Yes,,,,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,2022-03-08 08:30:00,2022-03-08 20:00:00,2022-03-09 09:00:00,2022-03-09 20:00:00,2022-03-10 08:30:00,2022-03-10 20:00:00,2022-03-11 09:00:00,2022-03-11 20:00:00,2022-03-12 09:00:00,2022-03-12 20:00:00,2022-03-13 09:00:00,2022-03-13 20:00:00,2022-03-14 09:00:00,2022-03-14 20:00:00
80,Target,4.3,$$,Department store,"11100 Parkside Dr, Knoxville, TN 37934","{'Tuesday': ['8AM', '10PM'], 'Wednesday': ['8AM', '10PM'], 'Thursday': ['8AM', '10PM'], 'Friday': ['8AM', '10PM'], 'Saturday': ['8AM', '10PM'], 'Sunday': ['8AM', '10PM'], 'Monday': ['8AM', '10PM']}",Website: target.com ,(865) 675-8200,"VRXX+X7 Knoxville, Tenn","Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.","https://www.google.com/maps/place/Target/@35.8999786,-84.1539517,17z/data=!3m2!4b1!5s0x885c2efed316f9fd:0x3333a570259e73a0!4m5!3m4!1s0x885c2ef9ae5b9b9b:0x65511e5dc3baf0bf!8m2!3d35.8999743!4d-84.1517577",35.8999786,-84.1539517,POINT (-84.15395169999999 35.8999786),2022-03-10 23:59:59,3.4375,3.245476190476191,3.567708333333334,3.171875,3.104166666666667,3.375,,,True,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,2022-03-08 08:00:00,2022-03-08 22:00:00,2022-03-09 08:00:00,2022-03-09 22:00:00,2022-03-10 08:00:00,2022-03-10 22:00:00,2022-03-11 08:00:00,2022-03-11 22:00:00,2022-03-12 08:00:00,2022-03-12 22:00:00,2022-03-13 08:00:00,2022-03-13 22:00:00,2022-03-14 08:00:00,2022-03-14 22:00:00
81,Walmart Supercenter,3.9,$,Department store,"7420 Chapman Hwy, Knoxville, TN 37920","{'Tuesday': ['6AM', '11PM'], 'Wednesday': ['6AM', '11PM'], 'Thursday': ['6AM', '11PM'], 'Friday': ['6AM', '11PM'], 'Saturday': ['6AM', '11PM'], 'Sunday': ['6AM', '11PM'], 'Monday': ['6AM', '11PM']}",Website: walmart.com ,(865) 577-2596,"W564+JF Knoxville, Tenn",,"https://www.google.com/maps/place/Walmart+Supercenter/@35.9115798,-83.8459968,17z/data=!3m1!4b1!4m5!3m4!1s0x885c1a1f745bd937:0x921af5f5843fb74!8m2!3d35.9115755!4d-83.8438028",35.9115798,-83.8459968,POINT (-83.84599679999999 35.9115798),2022-03-10 23:59:59,,,3.375,,,,,,True,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 06:00:00,2022-03-08 23:00:00,2022-03-09 06:00:00,2022-03-09 23:00:00,2022-03-10 06:00:00,2022-03-10 23:00:00,2022-03-11 06:00:00,2022-03-11 23:00:00,2022-03-12 06:00:00,2022-03-12 23:00:00,2022-03-13 06:00:00,2022-03-13 23:00:00,2022-03-14 06:00:00,2022-03-14 23:00:00
82,The Village Mercantile,4.8,,Grocery store,"4503 Walker Blvd, Knoxville, TN 37918","{'Tuesday': ['10AM', '5PM'], 'Wednesday': ['10AM', '5PM'], 'Thursday': ['10AM', '5PM'], 'Friday': ['10AM', '5PM'], 'Saturday': ['10AM', '5PM'], 'Sunday': ['Closed'], 'Monday': ['10AM', '5PM']}",Website: facebook.com ,(865) 805-3511,"238H+38 Knoxville, Tenn",,"https://www.google.com/maps/place/The+Village+Mercantile/@36.0151366,-83.9238413,17z/data=!3m1!4b1!4m5!3m4!1s0x885c15f4e40aec47:0xff795c9f87566df5!8m2!3d36.0151323!4d-83.9216473",36.0151366,-83.9238413,POINT (-83.92384130000001 36.0151366),2022-03-10 23:59:59,3.498263888888889,3.1,3.75,3.9375,3.861111111111111,3.3795078125,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 10:00:00,2022-03-08 17:00:00,2022-03-09 10:00:00,2022-03-09 17:00:00,2022-03-10 10:00:00,2022-03-10 17:00:00,2022-03-11 10:00:00,2022-03-11 17:00:00,2022-03-12 10:00:00,2022-03-12 17:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 10:00:00,2022-03-14 17:00:00
83,Food City,4.3,$$,Grocery store,"7510 Asheville Hwy, Knoxville, TN 37924","{'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM'], 'Monday': ['6AM', '12AM']}",Website: foodcity.com ,(865) 932-3073,"269C+RP Knoxville, Tenn",,"https://www.google.com/maps/place/Food+City/@36.0195133,-83.780412,17z/data=!3m1!4b1!4m5!3m4!1s0x885c121eaf856609:0xc7b6d6475306b6c9!8m2!3d36.019509!4d-83.778218",36.0195133,-83.780412,POINT (-83.780412 36.0195133),2022-03-10 23:59:59,3.725,3.5895833333333336,3.575520833333334,3.5,,3.8229166666666665,,,True,Yes,,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
84,Price Less IGA,4.3,,Grocery store,"691 Emory Valley Rd, Oak Ridge, TN 37830","{'Tuesday': ['7AM', '9PM'], 'Wednesday': ['7AM', '9PM'], 'Thursday': ['7AM', '9PM'], 'Friday': ['7AM', '9PM'], 'Saturday': ['7AM', '9PM'], 'Sunday': ['7AM', '9PM'], 'Monday': ['7AM', '9PM']}",Website: mypricelessfoods.com ,(865) 425-6995,"2QCC+4X Oak Ridge, Tenn",,"https://www.google.com/maps/place/Price+Less+IGA/@36.0203077,-84.2297443,17z/data=!3m1!4b1!4m5!3m4!1s0x885c339e175fa77d:0x558bedf7a47e6965!8m2!3d36.0203034!4d-84.2275503",36.0203077,-84.2297443,POINT (-84.22974429999999 36.0203077),2022-03-10 23:59:59,3.339285714285714,3.541666666666667,3.75,3.333333333333333,3.3422619047619047,4.0,,,False,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,2022-03-08 07:00:00,2022-03-08 21:00:00,2022-03-09 07:00:00,2022-03-09 21:00:00,2022-03-10 07:00:00,2022-03-10 21:00:00,2022-03-11 07:00:00,2022-03-11 21:00:00,2022-03-12 07:00:00,2022-03-12 21:00:00,2022-03-13 07:00:00,2022-03-13 21:00:00,2022-03-14 07:00:00,2022-03-14 21:00:00
85,Ingles Market,4.1,$$,Grocery store,"215 Cedar Ln, Knoxville, TN 37912","{'Tuesday': ['7AM', '11PM'], 'Wednesday': ['7AM', '11PM'], 'Thursday': ['7AM', '11PM'], 'Friday': ['7AM', '11PM'], 'Saturday': ['7AM', '11PM'], 'Sunday': ['7AM', '11PM'], 'Monday': ['7AM', '11PM']}",Website: ingles-markets.com ,(865) 688-0821,"228J+57 Knoxville, Tenn",,"https://www.google.com/maps/place/Ingles+Market/@36.0154968,-83.9714752,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3dce1e009101:0xa5115c82d03ca4bc!8m2!3d36.0154878!4d-83.9692731",36.0154968,-83.9714752,POINT (-83.9714752 36.0154968),2022-03-10 23:59:59,3.4921875,3.425,3.4375,3.1215277777777777,3.470833333333333,3.3819444444444446,,,True,Yes,,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,2022-03-08 07:00:00,2022-03-08 23:00:00,2022-03-09 07:00:00,2022-03-09 23:00:00,2022-03-10 07:00:00,2022-03-10 23:00:00,2022-03-11 07:00:00,2022-03-11 23:00:00,2022-03-12 07:00:00,2022-03-12 23:00:00,2022-03-13 07:00:00,2022-03-13 23:00:00,2022-03-14 07:00:00,2022-03-14 23:00:00
